hongchen     was created from 222.35.185.34        (Sun Jul 30 16:24:56 2006)
darkice      was created from 59.40.168.181        (Thu Aug 17 05:16:47 2006)
darkice      was created from 59.40.168.181        (Thu Aug 17 05:19:52 2006)
darkice      was created from 59.40.168.181        (Thu Aug 17 05:20:29 2006)
darkice      was created from 59.40.168.181        (Thu Aug 17 05:21:05 2006)
darkice      was created from 59.40.168.181        (Thu Aug 17 05:21:49 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:21:52 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:22:29 2006)
darkice      was created from 59.40.168.181        (Thu Aug 17 05:22:32 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:23:13 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:23:56 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:24:10 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:24:39 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:24:45 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:25:14 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:25:20 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:25:52 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:25:56 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:26:28 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:26:32 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:27:05 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:27:09 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:27:40 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:27:48 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:28:15 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:28:24 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:28:49 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:28:59 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:29:23 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:29:33 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:29:59 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:30:13 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:30:35 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:30:48 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:31:07 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:31:23 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:31:44 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:31:56 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:32:18 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:32:38 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:32:53 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:33:12 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:33:30 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:33:45 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:34:04 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:34:21 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:34:37 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:34:58 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:35:15 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:35:33 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:35:50 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:36:07 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:36:30 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:36:42 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:37:06 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:37:15 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:37:41 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:37:49 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:38:16 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:38:23 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:38:51 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:38:59 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:39:26 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:39:37 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:40:11 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:40:12 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:40:46 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:40:50 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:41:21 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:41:27 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:41:55 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:42:00 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:42:38 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:42:39 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:42:43 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:43:12 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:43:16 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:43:20 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:43:46 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:44:00 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:44:02 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:44:43 2006)
sjcjb        was created from 59.40.168.181        (Thu Aug 17 05:44:45 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:45:08 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:45:28 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:46:06 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:46:18 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:46:50 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:47:01 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:47:33 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:47:44 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:48:10 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:48:24 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:48:54 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:49:10 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:49:37 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:49:56 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:50:21 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:50:39 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:51:04 2006)
faint        was created from 59.40.168.181        (Thu Aug 17 05:51:22 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:51:48 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:52:25 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:53:01 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:53:47 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:54:30 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:55:13 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:55:53 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:56:28 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:57:13 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:57:55 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:58:30 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:59:12 2006)
mybus        was created from 59.40.168.181        (Thu Aug 17 05:59:48 2006)
fang         was created from 218.23.85.149        (Thu Aug 17 09:46:04 2006)
dmb          was created from 61.177.143.198       (Thu Aug 17 11:43:06 2006)
dmb          was created from 61.177.143.198       (Thu Aug 17 11:48:41 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:02:36 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:04:48 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:07:38 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:09:42 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:10:54 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:12:20 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:13:42 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:14:56 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:17:29 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:19:22 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:24:43 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:26:14 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:27:51 2006)
diamond      was created from 222.214.84.103       (Thu Aug 17 13:31:44 2006)
sword        was created from 61.153.148.176       (Thu Aug 17 14:09:54 2006)
sword        was created from 61.153.148.176       (Thu Aug 17 14:13:49 2006)
sword        was created from 61.153.148.176       (Thu Aug 17 14:15:27 2006)
sword        was created from 61.153.148.176       (Thu Aug 17 14:16:45 2006)
sword        was created from 61.153.148.176       (Thu Aug 17 14:18:36 2006)
suying       was created from 61.153.148.176       (Thu Aug 17 14:53:03 2006)
suying       was created from 61.153.148.176       (Thu Aug 17 14:54:36 2006)
ppb          was created from 61.153.148.176       (Thu Aug 17 14:56:27 2006)
suying       was created from 61.153.148.176       (Thu Aug 17 15:02:45 2006)
suying       was created from 61.153.148.176       (Thu Aug 17 15:03:49 2006)
flyatp       was created from 58.100.66.226        (Thu Aug 17 15:22:24 2006)
lyun         was created from 60.210.46.164        (Thu Aug 17 17:17:46 2006)
enetfreeloop was created from 222.182.38.184       (Thu Aug 17 18:01:30 2006)
faintjl      was created from 58.210.80.73         (Thu Aug 17 19:06:07 2006)
aoshi        was created from 58.17.213.42         (Thu Aug 17 22:06:06 2006)
kfc          was created from 58.17.213.42         (Thu Aug 17 22:08:38 2006)
zombie       was created from 202.105.143.140      (Thu Aug 17 22:28:16 2006)
tttt         was created from 222.212.201.237      (Thu Aug 17 23:07:04 2006)
jiuy         was created from 218.23.85.152        (Fri Aug 18 00:58:59 2006)
jiuy         was created from 218.23.85.152        (Fri Aug 18 01:00:48 2006)
jiuy         was created from 218.23.85.152        (Fri Aug 18 01:03:46 2006)
kancg        was created from 218.94.58.46         (Fri Aug 18 07:41:46 2006)
zerg         was created from 58.240.127.6         (Fri Aug 18 11:24:08 2006)
xiaoyuer     was created from 218.70.239.1         (Fri Aug 18 13:53:02 2006)
tianshis     was created from 221.178.58.28        (Fri Aug 18 13:55:39 2006)
yangyang     was created from 61.184.84.163        (Fri Aug 18 15:03:53 2006)
yang         was created from 61.184.84.163        (Fri Aug 18 15:07:29 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:23:59 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:27:42 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:28:57 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:30:18 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:31:49 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:33:08 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:34:26 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:43:38 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:46:14 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:47:01 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:47:41 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:48:18 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:48:58 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:49:37 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:50:21 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:51:00 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:51:37 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:52:15 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:52:53 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:53:34 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:54:11 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:54:48 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:55:24 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:56:00 2006)
wky          was created from 61.144.80.20         (Fri Aug 18 16:56:39 2006)
